COD_DISTRI,NOM_DISTRI,DIRECCION,DPA_PARROQ,DPA_DESPAR,DPA_CANTON,DPA_DESCAN,DPA_PROVIN,DPA_DESPRO,ZONA,NMT_25,COMPLEMENT,Capital_Pr,Latitud,Longitud
09D01,XIMENA 1,COOP PUEBLO UNIDO AV DOMINGO COMIN Y JUAN PENDOLA,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.26274518211,-79.8929821529
09D02,XIMENA 2,CALLES ARTURO SERRANO Y CARLOS GARCES ATRAS DE LA UNIDAD EDUCATIVA FISCAL FRANCISCO DE ORELLANA,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.22720241322,-79.9021140193
09D03,CENTRO,AGUIRRE Y ANDRES MARIN  A LADO DE LA UNIDAD EDUCATIVA FISCAL VICENTE ROCAFUERTE,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.18986257688,-79.8993419833
09D04,PORTETE,CALLE 40 ENTRE VENEZUELA Y PORTETE,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.19811515737,-79.934944194
09D05,TARQUI,AV DE LAS AMERICAS S N  INTERSECCION AV PLAZA DANIN UBICACION JUNTO AL COLEGIO TECNICO SIMON BOLIVAR,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DP,MINEDUC,SI,-2.17213059709,-79.892103774
09D06,BELLAVISTA - MAPASINGUE,AV CARLOS JULIO AROSEMENA TOLA KM 3 5 VIA A DAULE,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.17010289619,-79.9188605586
09D07,LOS VERGELES,COOP LOS VERGELES MZ 312 SOLAR 16 A,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.09635384797,-79.909183948
09D08,MONTE SINAI,AV CASUARINA LOTIZACION INMACONSA ENTRE CALLES CEDROS Y LAURELES,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,SENECYT - ZONA DEPORTE,SI,-2.11756376226,-79.9401843521
09D09,CHONGON,BARRIO SAN GERONIMO MZ 449 KM 24 VIA A LA COSTA,90150,GUAYAQUIL,901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,SI,-2.21729521513,-80.0814384279
09D10,GOMEZ RENDON PROGRESO,KM 64 5 VIA A LA COSTA PARROQUIA JUAN GOMEZ RENDON,90152,JUAN GOMEZ RENDON (PROGRESO),901,GUAYAQUIL,9,GUAYAS,8,DE,MINEDUC,,-2.39678248456,-80.3625004781
09D23,SAMBORONDON,BOLIVAR Y 31 DE OCTUBRE,91650,SAMBORONDON,916,SAMBORONDON,9,GUAYAS,8,DE,MINEDUC,,-1.95637888864,-79.7258621874
17D01,NOROCCIDENTE,COLEGIO NANEGALITO PARQUE CENTRAL DE LA PARROQUIA CALLE PICHINCHA Y SUCRE S N,170169,NANEGALITO,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,,0.06195021748,-78.6831859958
17D02,CALDERON,COLEGIO NICOLAS JIMENEZ CALLE TOBIAS GODOY Y AV GIOVANI CALLES N3173,170155,CALDERON (CARAPUNGO),1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,,-0.08409512842,-78.4232154216
17D03,LA DELICIA,POMASQUI AV MANUEL CORDOVA GALARZA Y MANUELA SAENZ,170177,POMASQUI,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,,-0.05288343155,-78.458981312
17D04,CENTRO,LUIS VARGAS TORRES Y FELICIANO CHECA,170150,QUITO,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,SI,-0.21156820064,-78.5040350771
17D05,NORTE,COLEGIO 24 DE MAYO AV MARIA ANGELICA CARRILLO Y AV SEIS DE DICIEMBRE,170150,QUITO,1701,QUITO,17,PICHINCHA,9,DE,SENECYT,SI,-0.17521991337,-78.4759658418
17D06,ELOY ALFARO,COLEGIO JUAN PIO MONTUFAR AV UPANO Y PEDRO DE CEPEDES,170150,QUITO,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,SI,-0.24074593571,-78.5089411986
17D07,QUITUMBE,0E6 228 OE7 MARTHA BUCARAM PREDIOS DEL COLEGIO ARTURO BORJA,170150,QUITO,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,SI,-0.30189469208,-78.5640829539
09D24,DURAN,CALLE HUMBERTO AYALA Y VELASCO IBARRA CANTON DURAN JUNTO AL COLEGIO FISCAL DURAN,90750,ELOY ALFARO (DURAN),907,DURAN,9,GUAYAS,8,DE,MINEDUC,,-2.17058508932,-79.8414634071
17D08,LOS CHILLOS,ESCUELA DR LUIS EGUIGUREN AV BENJAMIN CARRION Y SAN JUAN  AMAGUANA,170152,AMAGUAÑA,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,,-0.37927404303,-78.4947144932
17D09,TUMBACO,COLEGIO EDUARDO SALAZAR GOMEZ A DOS CUADRAS DEL PARQUE CENTRAL DE PIFO CALLE RAFAEL DELGADO Y VIA INTEROCEANICA,170175,PIFO,1701,QUITO,17,PICHINCHA,9,DE,MINEDUC,,-0.22824507487,-78.3436580452
22D01,JOYA DE LOS SACHAS,AV LOS LAURELES Y CALLE S N,220350,LA JOYA DE LOS SACHAS,2203,LA JOYA DE LOS SACHAS,22,ORELLANA,2,DE,MINEDUC,,-0.29255999466,-76.856671764
22D02,ORELLANA - LORETO,AV 9 DE OCTUBRE Y ELOY ALFARO FRENTE AL PARQUE DEL NINO,220150,PUERTO FRANCISCO DE ORELLANA (EL COCA),2201,ORELLANA,22,ORELLANA,2,DP,MINEDUC,SI,-0.47312520247,-76.9850973501
22D03,AGUARICO,SUSANA VEGAY Y JORGE CHAVEZ,220254,TIPUTINI,2202,AGUARICO,22,ORELLANA,2,OT,MINEDUC,,-0.79138858607,-75.5271331547
15D01,TENA - ARCHIDONA - CARLOS JULIO AROSEMENA TOLA,CALLE JUAN MONTALVO N 270 Y ABDON CALDERON,150150,TENA,1501,TENA,15,NAPO,2,DP,OT DEPORTE,SI,-0.98987539491,-77.8168276225
15D02,EL CHACO - QUIJOS,BARRIO UNION AV FRANCISCO DE ORELLANA Y ABDON CALDERON,150450,EL CHACO,1504,EL CHACO,15,NAPO,2,DE,MINEDUC,,-0.33981917688,-77.8104430281
17D10,CAYAMBE - PEDRO MONCAYO,ISLA SEYMUR OE022 Y HUMBERTO FIERRO,170250,CAYAMBE,1702,CAYAMBE,17,PICHINCHA,9,OT,MINEDUC,,0.03492647048,-78.1492436121
17D11,MEJIA - RUMINAHUI,MARQUEZA DE SOLANDA S N Y VICTOR VELASCO,170352,ALOASI,1703,MEJIA,17,PICHINCHA,9,DE,MINEDUC,,-0.51937113514,-78.5846345996
